,City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
110000,Delhi,2017-07-05 16:00:00,488.3,336.0,84.5,28.4,59.8,10.2,4.73,80.3,173.3,17.49,7.08,1.14,448.9,Moderate
110005,Delhi,2017-07-05 17:00:00,373.9,211.4,171.4,75.9,209.6,6.2,8.02,69.0,45.1,16.1,4.12,5.78,300.3,Very Poor
110010,Delhi,2017-07-05 18:00:00,428.1,451.4,141.7,22.1,244.3,21.8,7.43,53.3,27.1,16.3,4.27,3.49,460.5,Poor
110015,Delhi,2017-07-05 19:00:00,462.6,557.1,142.2,77.7,10.1,48.4,8.79,56.6,164.5,19.79,7.33,9.17,334.2,Satisfactory
110020,Delhi,2017-07-05 20:00:00,126.9,574.2,0.2,140.5,225.9,15.2,9.34,30.6,26.6,8.33,23.39,2.46,1.2,Poor
110025,Delhi,2017-07-05 21:00:00,284.8,378.1,133.3,103.8,173.6,39.8,4.05,76.9,96.9,12.21,12.49,1.13,23.7,Satisfactory
110030,Delhi,2017-07-05 22:00:00,354.4,87.4,174.8,65.7,12.6,8.4,1.77,54.7,129.6,3.31,25.98,3.83,364.2,Very Poor
110035,Delhi,2017-07-05 23:00:00,434.8,63.9,118.2,138.3,221.8,33.3,8.87,87.0,55.7,19.56,12.27,9.13,385.5,Severe
110040,Delhi,2017-07-06 00:00:00,216.0,564.5,125.1,97.3,219.7,49.3,2.51,52.4,35.5,16.62,4.71,4.9,312.8,Good
110045,Delhi,2017-07-06 01:00:00,347.5,82.8,28.6,75.5,48.3,29.9,1.69,62.8,9.7,5.09,0.5,9.79,188.5,Severe
110050,Delhi,2017-07-06 02:00:00,69.3,596.9,167.8,15.7,109.0,2.1,4.74,21.9,43.4,1.72,3.8,5.1,204.1,Moderate
110055,Delhi,2017-07-06 03:00:00,190.0,18.7,9.7,111.6,97.7,48.4,1.61,88.4,155.8,13.62,14.8,7.1,48.3,Good
110060,Delhi,2017-07-06 04:00:00,94.4,584.6,161.6,27.1,146.0,37.6,1.92,64.9,150.0,19.67,8.48,3.49,138.6,Poor
110065,Delhi,2017-07-06 05:00:00,236.9,78.8,70.3,61.4,156.9,5.1,2.78,7.3,72.1,15.59,7.07,9.0,315.2,Moderate
110070,Delhi,2017-07-06 06:00:00,271.4,506.3,91.0,110.5,247.9,29.6,5.99,56.6,172.7,11.51,12.81,5.38,127.4,Moderate
110075,Delhi,2017-07-06 07:00:00,368.2,108.8,89.7,132.2,238.1,37.7,5.86,34.9,176.4,14.33,10.63,5.39,413.9,Moderate
110080,Delhi,2017-07-06 08:00:00,455.4,132.2,157.9,75.9,29.5,16.5,9.04,11.0,189.1,13.14,2.89,4.47,477.3,Moderate
110085,Delhi,2017-07-06 09:00:00,189.5,38.7,38.8,48.4,195.3,20.7,6.45,8.7,163.0,11.03,28.98,0.13,347.1,Satisfactory
110090,Delhi,2017-07-06 10:00:00,290.4,177.1,32.5,74.6,193.0,7.6,2.99,33.0,66.6,10.17,25.81,4.98,114.5,Good
110095,Delhi,2017-07-06 11:00:00,90.4,215.6,52.8,95.5,50.5,37.4,0.79,58.8,61.5,11.48,23.67,0.86,212.8,Poor
110100,Delhi,2017-07-06 12:00:00,238.0,507.4,160.0,87.2,211.4,9.8,3.2,60.1,161.8,1.28,22.08,3.38,299.4,Moderate
110105,Delhi,2017-07-06 13:00:00,245.5,420.9,67.3,139.5,96.8,32.1,8.01,15.9,175.0,1.05,15.39,1.85,379.1,Very Poor
110110,Delhi,2017-07-06 14:00:00,299.2,347.3,187.0,146.6,77.0,40.4,2.64,77.3,104.2,2.25,29.26,3.49,334.9,Poor
110115,Delhi,2017-07-06 15:00:00,120.4,565.9,180.1,2.1,164.7,46.4,2.01,55.6,167.9,13.58,3.01,7.72,430.4,Moderate
110120,Delhi,2017-07-06 16:00:00,52.6,230.9,110.2,129.9,28.3,42.0,8.04,99.8,124.6,12.24,6.75,4.02,287.7,Good
110125,Delhi,2017-07-06 17:00:00,70.1,581.5,41.0,62.9,63.8,27.8,6.58,85.4,128.9,4.12,22.41,2.24,486.8,Severe
110130,Delhi,2017-07-06 18:00:00,221.4,566.7,20.2,88.7,17.7,18.6,8.54,27.2,72.1,12.68,23.63,2.92,305.3,Good
110135,Delhi,2017-07-06 19:00:00,182.0,103.5,162.0,16.9,105.1,18.4,3.73,0.7,35.5,16.9,12.58,2.83,56.2,Poor
110140,Delhi,2017-07-06 20:00:00,103.4,343.6,38.6,46.7,216.7,8.6,3.43,44.5,25.1,13.01,27.72,3.89,224.7,Satisfactory
110145,Delhi,2017-07-06 21:00:00,343.4,356.9,156.3,46.3,28.6,1.4,4.77,51.3,82.8,3.82,19.83,1.34,376.9,Good
110150,Delhi,2017-07-06 22:00:00,150.2,287.9,125.8,90.6,61.2,12.2,3.52,2.1,58.6,0.58,10.24,4.14,35.1,Very Poor
110155,Delhi,2017-07-06 23:00:00,299.4,155.8,190.9,20.7,125.1,24.2,8.36,45.2,131.2,9.11,12.87,2.08,435.1,Poor
110160,Delhi,2017-07-07 00:00:00,423.0,0.6,135.1,70.5,208.1,30.6,9.69,7.6,17.7,12.59,4.67,1.98,415.6,Severe
110165,Delhi,2017-07-07 01:00:00,373.9,213.0,23.0,101.5,129.6,40.4,7.14,83.9,14.6,10.78,24.93,4.92,283.1,Good
110170,Delhi,2017-07-07 02:00:00,411.4,48.8,125.9,39.1,33.1,37.9,9.14,54.9,19.5,3.89,11.02,0.53,467.2,Good
110175,Delhi,2017-07-07 03:00:00,304.6,77.8,14.3,81.2,94.4,39.6,3.06,91.3,115.3,1.37,22.99,5.27,138.6,Severe
110180,Delhi,2017-07-07 04:00:00,304.6,490.6,71.0,57.6,109.0,26.0,1.96,65.9,126.1,8.48,28.9,3.0,354.2,Moderate
110185,Delhi,2017-07-07 05:00:00,489.5,281.2,60.1,61.5,45.0,16.6,2.45,20.4,114.0,15.99,1.0,8.47,273.2,Severe
110190,Delhi,2017-07-07 06:00:00,497.3,568.6,183.4,32.4,25.3,36.0,8.12,84.5,176.8,4.84,13.06,9.0,470.9,Very Poor
110195,Delhi,2017-07-07 07:00:00,328.3,305.8,193.3,135.6,112.5,0.7,0.4,51.6,161.9,1.95,26.11,7.94,85.2,Satisfactory
110200,Delhi,2017-07-07 08:00:00,70.2,348.7,52.3,2.1,219.3,23.2,6.35,72.2,23.0,16.91,14.61,9.38,23.3,Moderate
110205,Delhi,2017-07-07 09:00:00,255.8,155.7,144.9,13.8,67.6,23.7,4.44,1.3,51.9,10.59,1.32,1.88,63.4,Very Poor
110210,Delhi,2017-07-07 10:00:00,233.7,590.7,107.2,83.5,176.6,37.8,9.07,23.1,150.5,8.08,2.11,6.59,388.3,Severe
110215,Delhi,2017-07-07 11:00:00,309.1,365.9,54.5,1.2,166.7,46.6,2.57,96.2,163.9,7.92,21.31,2.86,296.4,Good
110220,Delhi,2017-07-07 12:00:00,429.8,598.3,182.0,73.3,232.1,44.2,7.35,90.2,9.5,16.36,20.65,7.14,162.2,Poor
110225,Delhi,2017-07-07 13:00:00,148.4,541.9,43.0,66.2,137.2,5.7,4.35,26.4,194.9,19.46,11.85,6.22,299.2,Moderate
110230,Delhi,2017-07-07 14:00:00,250.5,472.4,116.7,138.6,99.2,44.8,3.01,57.9,59.2,7.25,10.4,7.74,126.2,Satisfactory
110235,Delhi,2017-07-07 15:00:00,148.8,249.6,23.3,42.2,146.3,24.7,0.24,24.6,11.4,12.65,9.15,0.48,169.7,Good
110240,Delhi,2017-07-07 16:00:00,291.5,135.7,187.6,139.0,69.1,6.6,5.73,91.5,184.5,17.76,21.59,3.2,144.7,Satisfactory
110245,Delhi,2017-07-07 17:00:00,192.1,66.8,80.8,109.1,104.5,12.5,5.0,32.2,167.6,1.05,10.22,7.09,158.0,Very Poor
110250,Delhi,2017-07-07 18:00:00,41.1,413.3,152.8,13.4,116.3,19.2,1.89,99.0,73.2,12.52,26.71,4.9,197.4,Poor
110255,Delhi,2017-07-07 19:00:00,186.2,79.6,14.6,4.1,22.9,15.6,9.87,37.7,116.7,16.82,27.38,3.44,318.7,Poor
110260,Delhi,2017-07-07 20:00:00,172.3,587.1,23.1,18.9,218.6,31.2,1.51,99.7,51.9,17.4,5.81,6.81,22.7,Good
110265,Delhi,2017-07-07 21:00:00,427.7,371.5,173.9,115.2,76.9,35.4,7.07,1.3,37.0,9.15,18.53,3.42,450.1,Very Poor
110270,Delhi,2017-07-07 22:00:00,52.6,570.0,123.3,85.6,228.2,26.3,7.03,14.6,18.6,3.01,5.67,4.75,386.3,Poor
110275,Delhi,2017-07-07 23:00:00,66.7,471.5,124.3,31.0,153.5,5.4,6.7,93.1,75.2,17.87,22.34,5.88,405.8,Very Poor
110280,Delhi,2017-07-08 00:00:00,171.9,592.8,198.8,64.8,22.4,0.7,5.63,44.6,33.1,16.34,7.24,0.56,159.3,Severe
110285,Delhi,2017-07-08 01:00:00,247.5,63.3,163.4,103.4,77.7,24.4,9.72,9.8,97.9,1.6,24.04,7.55,424.4,Moderate
110290,Delhi,2017-07-08 02:00:00,4.4,553.3,183.7,123.3,30.9,39.5,7.37,99.4,56.0,6.43,17.29,6.39,177.3,Poor
110295,Delhi,2017-07-08 03:00:00,269.1,539.4,75.8,42.6,200.9,48.7,9.29,37.6,141.6,5.84,4.52,9.0,72.0,Poor
110300,Delhi,2017-07-08 04:00:00,256.5,421.1,94.6,81.8,240.8,2.0,5.22,30.6,24.2,10.58,10.87,3.36,216.6,Satisfactory
110305,Delhi,2017-07-08 05:00:00,177.6,162.4,167.0,46.4,46.9,34.2,9.45,65.6,43.4,16.9,8.93,7.75,422.2,Very Poor
110310,Delhi,2017-07-08 06:00:00,48.4,45.0,30.4,86.8,168.7,19.6,4.39,45.6,32.4,14.15,26.63,3.68,32.5,Moderate
110315,Delhi,2017-07-08 07:00:00,252.4,181.3,35.6,85.3,222.9,38.7,6.13,55.1,176.2,1.79,29.69,9.45,297.1,Moderate
110320,Delhi,2017-07-08 08:00:00,302.1,63.3,48.1,57.1,80.9,47.8,0.52,55.0,89.7,10.48,4.41,9.71,493.8,Very Poor
110325,Delhi,2017-07-08 09:00:00,113.7,54.6,71.2,139.0,77.6,25.5,4.0,97.2,73.8,14.91,26.67,1.81,469.4,Poor
110330,Delhi,2017-07-08 10:00:00,204.0,482.1,129.4,10.4,131.3,44.7,5.81,76.7,11.1,7.5,5.4,3.02,222.4,Severe
110335,Delhi,2017-07-08 11:00:00,273.4,533.2,199.1,133.0,33.7,49.7,9.44,64.6,91.4,0.62,29.66,4.92,161.7,Satisfactory
110340,Delhi,2017-07-08 12:00:00,445.7,136.3,101.9,148.6,83.3,12.4,0.8,87.8,101.3,0.18,22.61,7.24,133.7,Severe
110345,Delhi,2017-07-08 13:00:00,417.1,233.4,66.7,100.5,105.5,44.3,3.87,72.4,73.3,14.9,9.27,0.32,290.0,Severe
110350,Delhi,2017-07-08 14:00:00,390.7,151.5,147.2,117.3,228.2,14.4,2.35,58.4,102.5,7.93,8.58,7.35,223.3,Good
110355,Delhi,2017-07-08 15:00:00,244.1,384.7,30.1,87.5,243.7,7.2,7.01,45.8,0.5,1.12,12.32,2.67,337.7,Good
110360,Delhi,2017-07-08 16:00:00,304.8,228.1,0.2,14.4,241.7,1.2,1.0,86.4,121.6,3.91,8.95,2.34,317.3,Moderate
110365,Delhi,2017-07-08 17:00:00,478.0,171.5,18.4,8.3,87.8,19.4,4.21,36.7,171.1,15.89,28.09,8.77,103.0,Poor
110370,Delhi,2017-07-08 18:00:00,71.5,334.1,82.7,123.2,30.7,6.3,2.74,4.0,55.8,7.63,18.54,6.26,104.7,Poor
110375,Delhi,2017-07-08 19:00:00,56.3,472.3,83.4,33.2,30.7,30.4,7.84,63.3,8.7,13.42,6.21,9.47,53.0,Satisfactory
110380,Delhi,2017-07-08 20:00:00,338.3,534.3,194.3,103.9,117.0,37.6,7.43,36.5,103.4,18.53,6.61,5.61,431.0,Very Poor
110385,Delhi,2017-07-08 21:00:00,251.2,533.9,161.5,137.7,173.5,25.1,3.49,91.9,7.2,17.29,7.26,1.0,87.1,Very Poor
110390,Delhi,2017-07-08 22:00:00,262.1,17.3,96.4,0.0,23.7,21.5,0.67,27.8,128.0,19.49,11.1,3.55,440.0,Moderate
110395,Delhi,2017-07-08 23:00:00,352.3,100.9,72.2,43.5,7.5,13.6,4.88,20.9,176.5,10.34,11.14,5.73,51.8,Poor
110400,Delhi,2017-07-09 00:00:00,354.7,512.6,66.0,105.4,183.4,21.3,2.65,89.3,166.8,12.61,8.9,6.5,150.2,Poor
110405,Delhi,2017-07-09 01:00:00,360.2,4.4,104.6,139.6,84.5,31.0,6.5,28.9,16.8,18.08,8.51,9.11,93.1,Poor
110410,Delhi,2017-07-09 02:00:00,369.5,162.3,125.2,146.3,50.6,39.7,7.73,33.5,151.4,16.66,15.76,6.68,290.6,Good
110415,Delhi,2017-07-09 03:00:00,163.5,89.9,168.9,137.4,238.2,35.0,9.92,59.3,124.3,11.36,8.91,5.72,147.4,Poor
110420,Delhi,2017-07-09 04:00:00,20.5,560.3,183.6,70.6,119.9,36.4,1.36,33.8,25.9,14.0,21.59,0.77,75.2,Poor
110425,Delhi,2017-07-09 05:00:00,273.7,158.8,142.2,95.1,121.4,0.9,4.01,27.1,23.2,3.47,18.98,9.27,84.1,Poor
110430,Delhi,2017-07-09 06:00:00,252.1,406.6,41.6,85.5,100.3,38.9,8.35,36.4,51.3,19.46,22.98,5.0,308.3,Poor
110435,Delhi,2017-07-09 07:00:00,430.5,389.2,93.8,123.5,54.2,2.9,1.92,65.7,87.9,10.57,3.42,3.53,353.6,Good
110440,Delhi,2017-07-09 08:00:00,356.1,54.0,20.3,137.1,234.9,27.9,4.11,63.9,150.2,8.58,3.09,5.37,27.1,Good
110445,Delhi,2017-07-09 09:00:00,337.2,442.9,48.4,43.1,174.3,15.0,2.62,81.1,77.9,15.8,6.39,3.15,29.5,Severe
110450,Delhi,2017-07-09 10:00:00,259.1,376.8,40.0,51.8,223.9,17.4,8.03,11.1,196.9,0.56,26.98,6.2,238.2,Very Poor
110455,Delhi,2017-07-09 11:00:00,476.3,367.6,7.5,42.7,52.7,44.3,5.05,55.0,98.0,5.34,1.06,1.94,258.3,Severe
110460,Delhi,2017-07-09 12:00:00,105.2,127.0,193.7,55.0,228.2,28.7,3.54,38.1,118.0,12.46,14.21,2.85,396.7,Very Poor
110465,Delhi,2017-07-09 13:00:00,94.5,319.9,88.6,31.5,235.4,39.6,4.68,96.2,2.0,0.42,18.71,7.06,175.9,Severe
110470,Delhi,2017-07-09 14:00:00,11.8,531.9,74.6,128.1,56.3,20.5,2.78,74.4,137.4,19.87,13.33,7.24,38.0,Moderate
110475,Delhi,2017-07-09 15:00:00,52.2,344.4,37.8,58.1,143.4,21.6,7.97,72.5,36.4,14.91,20.18,1.89,370.1,Very Poor
110480,Delhi,2017-07-09 16:00:00,84.8,142.2,62.3,56.6,50.2,24.7,5.65,78.5,38.5,18.44,26.7,9.06,260.1,Severe
110485,Delhi,2017-07-09 17:00:00,283.5,432.7,180.0,139.6,12.4,24.6,1.32,28.4,36.5,4.78,21.34,2.93,451.6,Very Poor
110490,Delhi,2017-07-09 18:00:00,80.6,150.4,171.2,95.3,177.6,40.9,5.29,38.6,135.6,8.22,20.82,3.64,236.6,Very Poor
110495,Delhi,2017-07-09 19:00:00,244.9,410.4,9.7,139.3,96.9,22.7,4.95,62.9,98.1,12.01,6.84,0.24,285.5,Severe
110500,Delhi,2017-07-09 20:00:00,63.0,518.2,4.2,133.0,176.3,30.1,3.51,83.6,107.9,15.52,6.5,9.2,9.7,Satisfactory
110505,Delhi,2017-07-09 21:00:00,446.8,353.1,137.5,81.5,72.0,28.7,5.78,73.2,169.1,14.68,19.48,9.24,111.0,Poor
110510,Delhi,2017-07-09 22:00:00,100.3,47.9,113.2,78.9,156.3,22.9,2.16,97.4,162.6,11.41,29.11,6.67,325.4,Moderate
110515,Delhi,2017-07-09 23:00:00,196.2,73.4,197.4,61.6,48.8,2.9,0.92,24.3,74.6,19.0,25.74,8.72,12.6,Very Poor
110520,Delhi,2017-07-10 00:00:00,99.0,128.0,107.3,130.9,224.5,2.9,9.62,11.4,132.0,9.31,21.1,8.12,309.7,Good
110525,Delhi,2017-07-10 01:00:00,97.6,62.1,125.3,95.3,45.9,20.2,0.1,28.0,68.5,5.33,2.22,0.71,337.9,Very Poor
110530,Delhi,2017-07-10 02:00:00,113.7,286.0,93.3,115.5,23.3,31.8,7.87,22.3,180.8,0.73,25.8,4.33,431.3,Moderate
110535,Delhi,2017-07-10 03:00:00,179.7,382.8,39.1,26.1,140.0,45.9,8.85,17.5,99.0,1.46,2.84,1.22,213.1,Very Poor
110540,Delhi,2017-07-10 04:00:00,434.1,91.1,95.7,5.8,83.0,31.4,5.52,8.9,78.5,18.63,5.42,5.96,482.3,Moderate
110545,Delhi,2017-07-10 05:00:00,380.4,396.6,80.2,138.2,41.9,45.2,3.36,9.0,120.6,18.78,29.8,8.06,407.3,Severe
110550,Delhi,2017-07-10 06:00:00,311.7,124.2,196.9,95.9,156.5,7.0,9.64,8.2,31.6,3.6,6.91,1.56,430.3,Very Poor
110555,Delhi,2017-07-10 07:00:00,332.8,191.2,158.3,69.4,142.4,30.8,6.32,97.3,142.6,13.4,1.77,0.5,375.0,Poor
110560,Delhi,2017-07-10 08:00:00,207.5,205.4,51.8,111.4,179.0,7.6,1.62,16.4,79.9,15.24,6.65,1.52,108.2,Good
110565,Delhi,2017-07-10 09:00:00,446.2,366.3,179.2,144.0,171.0,46.4,7.27,68.0,120.2,4.63,18.41,5.62,255.2,Poor
110570,Delhi,2017-07-10 10:00:00,184.8,498.9,60.8,114.2,17.5,47.9,6.0,4.3,157.6,10.35,26.88,0.97,223.9,Poor
110575,Delhi,2017-07-10 11:00:00,469.1,460.4,60.4,118.1,112.9,33.0,2.82,14.4,10.9,10.71,19.72,3.73,99.1,Satisfactory
110580,Delhi,2017-07-10 12:00:00,158.0,123.5,145.2,121.1,30.0,29.8,7.96,97.9,163.4,2.39,9.53,3.82,379.3,Very Poor
110585,Delhi,2017-07-10 13:00:00,479.6,420.6,153.9,133.0,72.0,33.1,1.0,18.9,2.5,10.01,16.64,9.87,132.1,Severe
110590,Delhi,2017-07-10 14:00:00,13.2,483.1,190.5,139.2,151.0,48.0,2.2,37.2,104.2,17.67,23.11,0.11,325.5,Good
110595,Delhi,2017-07-10 15:00:00,314.6,596.5,4.8,12.4,98.7,39.7,9.58,68.9,10.8,2.52,7.23,3.29,240.6,Severe
110600,Delhi,2017-07-10 16:00:00,108.0,280.6,198.6,116.5,235.6,9.2,4.74,46.6,139.6,10.9,14.78,0.99,213.0,Very Poor
110605,Delhi,2017-07-10 17:00:00,315.1,460.3,36.8,29.1,102.5,17.6,9.91,96.2,151.7,6.82,15.79,7.97,65.9,Very Poor
110610,Delhi,2017-07-10 18:00:00,452.2,540.8,36.2,144.4,211.7,48.2,6.69,12.9,157.7,0.22,21.06,2.83,168.9,Moderate
110615,Delhi,2017-07-10 19:00:00,427.7,420.4,97.2,104.4,107.0,3.8,0.81,20.8,179.9,9.64,25.83,4.54,47.2,Poor
110620,Delhi,2017-07-10 20:00:00,179.2,534.6,82.6,65.9,170.2,22.4,9.78,83.6,119.9,11.17,18.9,6.37,464.3,Severe
110625,Delhi,2017-07-10 21:00:00,311.8,414.1,17.8,7.4,44.1,17.7,7.61,12.8,106.3,8.54,12.12,7.54,91.9,Good
110630,Delhi,2017-07-10 22:00:00,317.1,25.2,126.0,49.0,147.8,12.2,2.79,3.0,37.0,9.75,16.37,4.67,115.6,Severe
110635,Delhi,2017-07-10 23:00:00,180.4,459.4,122.3,128.4,87.3,19.3,3.2,95.6,125.0,0.37,8.37,1.69,306.6,Good
110640,Delhi,2017-07-11 00:00:00,310.4,30.4,82.5,31.1,69.5,25.6,1.23,8.6,57.3,18.38,16.61,9.7,27.0,Moderate
110645,Delhi,2017-07-11 01:00:00,431.9,101.6,27.0,109.6,71.5,30.8,0.73,85.5,55.6,1.3,5.42,9.31,323.7,Very Poor
110650,Delhi,2017-07-11 02:00:00,222.5,25.1,17.8,117.3,213.5,21.4,8.65,32.1,70.8,18.24,7.85,8.18,404.3,Severe
110655,Delhi,2017-07-11 03:00:00,478.3,542.8,14.4,47.1,238.9,33.5,5.0,46.7,185.8,3.59,17.74,5.0,236.9,Severe
110660,Delhi,2017-07-11 04:00:00,460.8,344.5,18.1,80.4,5.5,26.7,1.38,2.5,177.1,4.32,11.93,6.37,285.7,Poor
110665,Delhi,2017-07-11 05:00:00,414.6,298.3,144.6,86.2,93.8,50.0,7.65,73.0,125.6,15.62,29.17,8.69,82.4,Very Poor
110670,Delhi,2017-07-11 06:00:00,261.3,532.8,94.4,34.7,124.1,41.1,0.02,64.0,4.3,4.16,28.11,5.46,265.4,Severe
110675,Delhi,2017-07-11 07:00:00,467.5,419.6,0.7,131.4,160.9,10.1,4.05,16.9,41.7,17.22,11.37,3.4,66.1,Poor
110680,Delhi,2017-07-11 08:00:00,16.4,211.0,24.1,111.5,122.5,13.8,6.39,55.8,1.3,9.31,25.67,2.05,389.9,Severe
110685,Delhi,2017-07-11 09:00:00,166.8,442.1,144.5,141.2,241.5,32.8,4.09,68.7,28.4,16.85,5.92,3.41,413.4,Very Poor
110690,Delhi,2017-07-11 10:00:00,58.6,130.4,34.9,117.4,186.1,24.4,5.93,87.7,116.1,2.64,20.3,9.76,335.3,Moderate
110695,Delhi,2017-07-11 11:00:00,241.2,400.2,50.6,119.3,135.1,25.3,3.64,40.8,96.4,6.35,8.87,8.46,5.4,Good
110700,Delhi,2017-07-11 12:00:00,87.9,161.8,6.2,92.0,146.1,3.4,7.37,30.4,16.0,2.47,17.12,0.75,220.3,Good
110705,Delhi,2017-07-11 13:00:00,372.9,122.5,128.0,110.8,147.0,23.2,8.13,63.4,20.1,0.25,9.72,5.0,25.0,Poor
110710,Delhi,2017-07-11 14:00:00,492.0,597.2,125.3,3.8,119.0,42.6,1.2,28.9,199.1,10.16,28.1,1.41,464.2,Severe
110715,Delhi,2017-07-11 15:00:00,252.3,503.0,110.2,148.6,3.1,41.4,5.95,17.6,64.8,13.36,22.42,3.83,57.5,Moderate
110720,Delhi,2017-07-11 16:00:00,479.8,46.1,82.0,13.3,227.1,22.3,7.63,16.3,75.1,4.4,5.18,0.94,421.4,Moderate
110725,Delhi,2017-07-11 17:00:00,66.6,64.4,163.2,119.6,76.0,22.9,3.22,4.0,133.5,11.16,25.39,1.94,120.5,Poor
110730,Delhi,2017-07-11 18:00:00,393.7,471.6,140.4,0.2,226.7,39.2,6.04,98.1,64.6,5.05,9.37,9.13,118.0,Moderate
110735,Delhi,2017-07-11 19:00:00,8.5,269.8,49.3,106.5,97.1,19.9,9.98,53.9,162.3,7.93,8.53,8.82,360.4,Moderate
110740,Delhi,2017-07-11 20:00:00,352.2,319.4,164.0,30.4,177.5,11.8,2.67,39.6,120.9,11.84,18.65,5.29,447.1,Moderate
110745,Delhi,2017-07-11 21:00:00,371.5,492.6,48.9,122.0,106.8,46.7,4.98,49.6,99.6,18.68,25.3,9.24,380.2,Satisfactory
110750,Delhi,2017-07-11 22:00:00,167.9,7.8,42.4,122.9,91.0,19.6,9.34,21.9,19.2,15.6,14.89,7.22,241.6,Good
110755,Delhi,2017-07-11 23:00:00,444.6,14.2,52.5,40.4,88.3,3.3,9.07,81.9,151.8,4.95,0.35,2.07,325.9,Good
110760,Delhi,2017-07-12 00:00:00,380.9,382.8,49.0,62.1,53.5,12.9,7.16,43.8,68.2,0.42,29.74,2.87,397.7,Poor
110765,Delhi,2017-07-12 01:00:00,178.2,247.7,94.6,137.7,122.9,1.4,0.92,88.1,171.2,3.3,17.05,3.29,50.9,Good
110770,Delhi,2017-07-12 02:00:00,413.8,270.8,99.3,103.1,39.7,19.7,5.06,92.4,12.1,3.22,11.71,8.49,22.1,Very Poor
110775,Delhi,2017-07-12 03:00:00,291.4,94.1,42.9,82.7,117.3,44.1,6.41,66.5,139.7,10.22,23.27,5.75,42.7,Very Poor
110780,Delhi,2017-07-12 04:00:00,217.4,499.1,36.6,42.8,241.6,9.1,3.75,0.1,183.1,13.76,24.35,1.0,450.9,Very Poor
110785,Delhi,2017-07-12 05:00:00,236.2,254.2,5.5,43.4,109.9,12.5,7.13,55.5,137.0,10.09,27.45,8.04,496.8,Poor
110790,Delhi,2017-07-12 06:00:00,72.7,140.4,118.7,134.2,206.4,47.5,6.52,27.2,184.4,15.63,18.01,2.84,136.8,Severe
110795,Delhi,2017-07-12 07:00:00,467.8,53.4,74.3,115.7,162.6,37.9,2.16,62.7,15.1,2.63,10.63,3.19,440.3,Very Poor
110800,Delhi,2017-07-12 08:00:00,53.9,472.3,198.8,0.2,163.2,46.1,5.54,86.1,165.4,14.0,0.01,7.39,194.6,Poor
110805,Delhi,2017-07-12 09:00:00,261.1,104.2,29.1,43.4,202.1,37.8,4.76,13.5,87.0,4.68,27.54,0.16,7.6,Poor
110810,Delhi,2017-07-12 10:00:00,342.3,218.3,85.4,7.6,158.9,2.5,5.39,71.5,135.6,3.35,2.22,9.32,37.4,Good
110815,Delhi,2017-07-12 11:00:00,214.2,569.7,198.0,23.9,226.9,35.6,6.87,49.4,51.4,12.38,17.9,4.78,28.6,Moderate
110820,Delhi,2017-07-12 12:00:00,245.8,561.6,191.4,86.9,198.0,22.7,0.14,20.4,90.8,5.72,29.16,7.33,329.7,Good
110825,Delhi,2017-07-12 13:00:00,388.4,579.5,11.3,26.7,147.3,18.3,4.84,56.6,103.8,12.93,17.33,4.65,271.9,Poor
110830,Delhi,2017-07-12 14:00:00,452.5,133.2,158.9,37.7,17.7,22.1,3.75,10.4,52.3,5.91,5.67,8.07,461.0,Good
110835,Delhi,2017-07-12 15:00:00,395.8,513.6,18.4,27.8,0.6,17.7,2.59,60.6,131.3,18.35,27.61,3.89,464.3,Good
110840,Delhi,2017-07-12 16:00:00,441.9,266.1,193.9,99.1,182.2,34.3,5.54,20.5,29.4,4.19,22.25,2.51,173.1,Poor
110845,Delhi,2017-07-12 17:00:00,336.2,221.2,194.4,14.4,87.1,33.7,4.33,77.5,27.6,16.07,6.01,3.65,443.8,Severe
110850,Delhi,2017-07-12 18:00:00,362.3,376.1,74.3,125.6,36.1,37.7,2.17,5.3,109.0,7.71,11.91,5.78,32.1,Severe
110855,Delhi,2017-07-12 19:00:00,400.1,91.5,54.0,121.6,216.1,24.4,8.38,82.3,51.2,8.24,3.03,6.54,430.0,Moderate
110860,Delhi,2017-07-12 20:00:00,255.3,284.3,176.6,54.9,120.7,23.0,6.79,73.3,112.4,3.13,21.78,9.72,166.1,Good
110865,Delhi,2017-07-12 21:00:00,138.0,507.1,123.7,144.9,116.7,29.5,8.54,39.0,161.1,17.68,10.44,9.26,464.9,Poor
110870,Delhi,2017-07-12 22:00:00,263.2,57.9,158.1,41.8,78.1,10.3,2.22,15.4,168.0,2.34,2.25,7.67,265.2,Moderate
110875,Delhi,2017-07-12 23:00:00,93.8,529.8,25.9,48.5,117.6,38.8,3.41,55.4,41.9,2.05,10.46,5.21,95.2,Moderate
110880,Delhi,2017-07-13 00:00:00,373.0,534.8,72.9,139.7,59.4,44.3,8.95,32.5,86.8,7.22,26.67,5.84,164.3,Severe
110885,Delhi,2017-07-13 01:00:00,449.1,192.3,181.6,132.9,195.3,0.4,7.39,23.4,110.0,11.53,27.75,8.31,310.3,Satisfactory
110890,Delhi,2017-07-13 02:00:00,426.8,196.9,101.2,30.7,245.8,48.5,0.43,23.0,148.2,19.27,12.66,6.18,274.8,Severe
